Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location,Geometry Point
38021,Square Picnic Table,Wood,Aggregate,134 AVENUE NW,2290,GLENGARRY,Ward tastawiyiniwak,53.59593802145597,-113.47763640668823,"(53.59593802145597, -113.47763640668823)",POINT (-113.47763640668823 53.59593802145597)
6405,Square Picnic Table,Wood,Aggregate,117 STREET NW,5430,ROYAL GARDENS,Ward papastew,53.478222509207455,-113.53568328056579,"(53.478222509207455, -113.53568328056579)",POINT (-113.53568328056579 53.478222509207455)
23767,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.508390806925526,-113.56003505470497,"(53.508390806925526, -113.56003505470497)",POINT (-113.56003505470497 53.508390806925526)
8538,Square Picnic Table,Wood,Aggregate,95A STREET NW,1010,ALBERTA AVENUE,Ward Metis,53.57415783365985,-113.48949157491498,"(53.57415783365985, -113.48949157491498)",POINT (-113.48949157491498 53.57415783365985)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50955469668726,-113.55423645831048,"(53.50955469668726, -113.55423645831048)",POINT (-113.55423645831048 53.50955469668726)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.55462382156327,-113.38551688683819,"(53.55462382156327, -113.38551688683819)",POINT (-113.38551688683819 53.55462382156327)
108968,Square Picnic Table,Wood,Metal,HODGSON ROAD NW,5620,HODGSON,Ward pihesiwin,53.45873412029561,-113.55877068679135,"(53.45873412029561, -113.55877068679135)",POINT (-113.55877068679135 53.45873412029561)
24592,Square Picnic Table,Wood,Metal,98 AVENUE NW,6070,CLOVERDALE,Ward Metis,53.53826060376345,-113.47829461807459,"(53.53826060376345, -113.47829461807459)",POINT (-113.47829461807459 53.53826060376345)
4868,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4070,CALLINGWOOD NORTH,Ward sipiwiyiniwak,53.508218829066,-113.62262142823387,"(53.508218829066, -113.62262142823387)",POINT (-113.62262142823387 53.508218829066)
102024,Square Picnic Table,Unknown,Unknown,SIR WINSTON CHURCHILL SQUARE NW,1090,DOWNTOWN,Ward O-day'min,53.54407829528303,-113.48980633849177,"(53.54407829528303, -113.48980633849177)",POINT (-113.48980633849177 53.54407829528303)
102024,Square Picnic Table,Unknown,Unknown,SIR WINSTON CHURCHILL SQUARE NW,1090,DOWNTOWN,Ward O-day'min,53.54413298526571,-113.4898486423158,"(53.54413298526571, -113.4898486423158)",POINT (-113.4898486423158 53.54413298526571)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.55416545781744,-113.38454899206216,"(53.55416545781744, -113.38454899206216)",POINT (-113.38454899206216 53.55416545781744)
16077,Square Picnic Table,Wood,Metal,6 AVENUE SW,6211,ELLERSLIE,Ward Karhiio,53.42725198698862,-113.44665599773346,"(53.42725198698862, -113.44665599773346)",POINT (-113.44665599773346 53.42725198698862)
6430,Square Picnic Table,Concrete,Aggregate,106 STREET NW,5360,RIDEAU PARK,Ward papastew,53.475803076781986,-113.50562484521832,"(53.475803076781986, -113.50562484521832)",POINT (-113.50562484521832 53.475803076781986)
13767,Square Picnic Table,Wood,Aggregate,122 AVENUE NW,3410,SHERBROOKE,Ward Anirniq,53.57502864226281,-113.54785990726583,"(53.57502864226281, -113.54785990726583)",POINT (-113.54785990726583 53.57502864226281)
5648,Square Picnic Table,Wood,Aggregate,182 STREET NW,4020,ALDERGROVE,Ward Nakota Isga,53.520008097844105,-113.63649973933514,"(53.520008097844105, -113.63649973933514)",POINT (-113.63649973933514 53.520008097844105)
68723,Other Table,Wood,Metal,BELVEDERE GATE NW,2080,BELVEDERE,Ward Dene,53.585928292575424,-113.43879302542553,"(53.585928292575424, -113.43879302542553)",POINT (-113.43879302542553 53.585928292575424)
6745,Square Picnic Table,Wood,Metal,145 AVENUE NW,2430,KIRKNESS,Ward Dene,53.608060101484,-113.39692449295,"(53.608060101484, -113.39692449295)",POINT (-113.39692449295 53.608060101484)
42706,Square Picnic Table,Wood,Aggregate,119 AVENUE NW,2550,MONTROSE,Ward Metis,53.57235074503115,-113.43264315035522,"(53.57235074503115, -113.43264315035522)",POINT (-113.43264315035522 53.57235074503115)
33167,Square Picnic Table,Wood,Aggregate,50A STREET NW,2720,YORK,Ward Dene,53.60329387361412,-113.42065887880682,"(53.60329387361412, -113.42065887880682)",POINT (-113.42065887880682 53.60329387361412)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.5291264452962,-113.55091389989038,"(53.5291264452962, -113.55091389989038)",POINT (-113.55091389989038 53.5291264452962)
19955,Square Picnic Table,Wood,Metal,RABBIT HILL ROAD NW,5380,RIVER VALLEY TERWILLEGAR,Ward pihesiwin,53.4813438639455,-113.60722185531495,"(53.4813438639455, -113.60722185531495)",POINT (-113.60722185531495 53.4813438639455)
8166,Square Picnic Table,Wood,Aggregate,113 AVENUE NW,1010,ALBERTA AVENUE,Ward Metis,53.562949230403426,-113.4823867243138,"(53.562949230403426, -113.4823867243138)",POINT (-113.4823867243138 53.562949230403426)
34083,Square Picnic Table,Wood,Metal,98 AVENUE NW,6070,CLOVERDALE,Ward Metis,53.538819037178534,-113.48183041174313,"(53.538819037178534, -113.48183041174313)",POINT (-113.48183041174313 53.538819037178534)
15678,Square Picnic Table,Wood,Wood,71 STREET SW,6211,ELLERSLIE,Ward Karhiio,53.42715333154808,-113.44800048442768,"(53.42715333154808, -113.44800048442768)",POINT (-113.44800048442768 53.42715333154808)
5774,Square Picnic Table,Wood,Aggregate,DOVERCOURT AVENUE NW,3170,DOVERCOURT,Ward Anirniq,53.57564748691197,-113.55957908365131,"(53.57564748691197, -113.55957908365131)",POINT (-113.55957908365131 53.57564748691197)
14373,Square Picnic Table,Composite,Metal,94 STREET NW,6070,CLOVERDALE,Ward Metis,53.53673198660351,-113.4712499334023,"(53.53673198660351, -113.4712499334023)",POINT (-113.4712499334023 53.53673198660351)
102024,Square Picnic Table,Unknown,Unknown,SIR WINSTON CHURCHILL SQUARE NW,1090,DOWNTOWN,Ward O-day'min,53.54393618432858,-113.4899248828622,"(53.54393618432858, -113.4899248828622)",POINT (-113.4899248828622 53.54393618432858)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.508843142109356,-113.55385274649045,"(53.508843142109356, -113.55385274649045)",POINT (-113.55385274649045 53.508843142109356)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.554232027129125,-113.3852609652127,"(53.554232027129125, -113.3852609652127)",POINT (-113.3852609652127 53.554232027129125)
23142,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Metis,53.56231443064497,-113.45710595523451,"(53.56231443064497, -113.45710595523451)",POINT (-113.45710595523451 53.56231443064497)
83218,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.58342678905612,-113.37245767312139,"(53.58342678905612, -113.37245767312139)",POINT (-113.37245767312139 53.58342678905612)
23768,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.51062887095531,-113.54994560902915,"(53.51062887095531, -113.54994560902915)",POINT (-113.54994560902915 53.51062887095531)
447,Other Table,Concrete,Concrete,95 STREET NW,1140,MCCAULEY,Ward O-day'min,53.55637463213377,-113.48462592994241,"(53.55637463213377, -113.48462592994241)",POINT (-113.48462592994241 53.55637463213377)
10799,Square Picnic Table,Metal,Metal,86 AVENUE NW,5200,GARNEAU,Ward papastew,53.52214329400612,-113.51397454876474,"(53.52214329400612, -113.51397454876474)",POINT (-113.51397454876474 53.52214329400612)
22855,Square Picnic Table,Wood,Aggregate,28 AVENUE NW,6510,MILL WOODS PARK,Ward Karhiio,53.45646689480321,-113.43670012253139,"(53.45646689480321, -113.43670012253139)",POINT (-113.43670012253139 53.45646689480321)
6557,Square Picnic Table,Wood,Aggregate,95 AVENUE NW,6310,HOLYROOD,Ward Metis,53.53173303092882,-113.45171671615026,"(53.53173303092882, -113.45171671615026)",POINT (-113.45171671615026 53.53173303092882)
35093,Square Picnic Table,Composite,Metal,SUDER GREENS DRIVE NW,4730,SUDER GREENS,Ward Nakota Isga,53.52096787004523,-113.6846094858685,"(53.52096787004523, -113.6846094858685)",POINT (-113.6846094858685 53.52096787004523)
5055,Square Picnic Table,Wood,Aggregate,176 AVENUE NW,3190,ELSINORE,Ward tastawiyiniwak,53.640860816436756,-113.50577229214802,"(53.640860816436756, -113.50577229214802)",POINT (-113.50577229214802 53.640860816436756)
12168,Square Picnic Table,Unknown,Unknown,108 STREET NW,1030,CENTRAL MCDOUGALL,Ward O-day'min,53.55482390777154,-113.50639608273146,"(53.55482390777154, -113.50639608273146)",POINT (-113.50639608273146 53.55482390777154)
7186,Square Picnic Table,Wood,Aggregate,189A STREET NW,4220,JAMIESON PLACE,Ward sipiwiyiniwak,53.49038590689806,-113.64970794770323,"(53.49038590689806, -113.64970794770323)",POINT (-113.64970794770323 53.49038590689806)
89999,Square Picnic Table,Metal,Metal,SAVARYN DRIVE SW,6213,SUMMERSIDE,Ward Karhiio,53.41383819782554,-113.46236353265414,"(53.41383819782554, -113.46236353265414)",POINT (-113.46236353265414 53.41383819782554)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52800551217992,-113.54326508658743,"(53.52800551217992, -113.54326508658743)",POINT (-113.54326508658743 53.52800551217992)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.51058938977938,-113.54782013452034,"(53.51058938977938, -113.54782013452034)",POINT (-113.54782013452034 53.51058938977938)
15678,Square Picnic Table,Wood,Metal,71 STREET SW,6211,ELLERSLIE,Ward Karhiio,53.42745538813412,-113.44847487230032,"(53.42745538813412, -113.44847487230032)",POINT (-113.44847487230032 53.42745538813412)
63347,Square Picnic Table,Wood,Metal,112 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56225274534074,-113.56252028889679,"(53.56225274534074, -113.56252028889679)",POINT (-113.56252028889679 53.56225274534074)
25865,Square Picnic Table,Wood,Metal,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,Ward Nakota Isga,53.53939451496194,-113.54172849115015,"(53.53939451496194, -113.54172849115015)",POINT (-113.54172849115015 53.53939451496194)
32086,Square Picnic Table,Concrete,Aggregate,38 STREET NW,6370,KINISKI GARDENS,Ward Sspomitapi,53.47509255383617,-113.40010573342414,"(53.47509255383617, -113.40010573342414)",POINT (-113.40010573342414 53.47509255383617)
42326,Square Picnic Table,Wood,Metal,RUTHERFORD ROAD SW,5454,RUTHERFORD,Ward Ipiihkoohkanipiaohtsi,53.42028710108493,-113.53500919367036,"(53.42028710108493, -113.53500919367036)",POINT (-113.53500919367036 53.42028710108493)
3980,Square Picnic Table,Wood,Aggregate,134B AVENUE NW,3250,KENSINGTON,Ward Anirniq,53.595565447872914,-113.53131973362855,"(53.595565447872914, -113.53131973362855)",POINT (-113.53131973362855 53.595565447872914)
20233,Square Picnic Table,Wood,Metal,97 STREET NW,6491,MILL CREEK RAVINE NORTH,Ward papastew,53.5317459119836,-113.47946351604462,"(53.5317459119836, -113.47946351604462)",POINT (-113.47946351604462 53.5317459119836)
19475,Round Picnic Table,Composite,Metal,112A STREET NW,5220,GREENFIELD,Ward papastew,53.47399539302477,-113.52456537758319,"(53.47399539302477, -113.52456537758319)",POINT (-113.52456537758319 53.47399539302477)
5823,Square Picnic Table,Wood,Aggregate,12 AVENUE NW,5511,TWIN BROOKS,Ward Ipiihkoohkanipiaohtsi,53.44274544836164,-113.5268030213421,"(53.44274544836164, -113.5268030213421)",POINT (-113.5268030213421 53.44274544836164)
62216,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,Ward Metis,53.56284561421663,-113.45428035406007,"(53.56284561421663, -113.45428035406007)",POINT (-113.45428035406007 53.56284561421663)
517,Round Picnic Table,Plastic,Metal,JASPER AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54061648620744,-113.4917954296861,"(53.54061648620744, -113.4917954296861)",POINT (-113.4917954296861 53.54061648620744)
6375,Square Picnic Table,Wood,Aggregate,31 AVENUE NW,5490,SWEET GRASS,Ward Ipiihkoohkanipiaohtsi,53.46303251988875,-113.52936030728382,"(53.46303251988875, -113.52936030728382)",POINT (-113.52936030728382 53.46303251988875)
18256,Square Picnic Table,Wood,Metal,TOMLINSON SQUARE NW,5640,TERWILLEGAR TOWNE,Ward pihesiwin,53.452081970492124,-113.58598265796029,"(53.452081970492124, -113.58598265796029)",POINT (-113.58598265796029 53.452081970492124)
3129,Square Picnic Table,Wood,Aggregate,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.5268857773841,-113.50917411985213,"(53.5268857773841, -113.50917411985213)",POINT (-113.50917411985213 53.5268857773841)
20167,Square Picnic Table,Wood,Aggregate,88 STREET NW,6492,MILL CREEK RAVINE SOUTH,Ward papastew,53.505002554606385,-113.46409640623037,"(53.505002554606385, -113.46409640623037)",POINT (-113.46409640623037 53.505002554606385)
28537,Square Picnic Table,Wood,Aggregate,195 AVENUE NE,2671,MARQUIS,Ward Dene,53.65703394667976,-113.3430731567265,"(53.65703394667976, -113.3430731567265)",POINT (-113.3430731567265 53.65703394667976)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Metis,53.557616204226605,-113.40629363132996,"(53.557616204226605, -113.40629363132996)",POINT (-113.40629363132996 53.557616204226605)
24231,Square Picnic Table,Wood,Wood,HERMITAGE ROAD NW,2590,OVERLANDERS,Ward Dene,53.58189554163625,-113.39018779895825,"(53.58189554163625, -113.39018779895825)",POINT (-113.39018779895825 53.58189554163625)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50907001971251,-113.55474770494233,"(53.50907001971251, -113.55474770494233)",POINT (-113.55474770494233 53.50907001971251)
31806,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52788597191289,-113.50588701077132,"(53.52788597191289, -113.50588701077132)",POINT (-113.50588701077132 53.52788597191289)
68720,Square Picnic Table,Composite,Metal,BELVEDERE WAY NW,2080,BELVEDERE,Ward Dene,53.58397236863066,-113.4408493275342,"(53.58397236863066, -113.4408493275342)",POINT (-113.4408493275342 53.58397236863066)
496,Round Picnic Table,Metal,Metal,100 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.54518977445787,-113.49026106551756,"(53.54518977445787, -113.49026106551756)",POINT (-113.49026106551756 53.54518977445787)
6197,Square Picnic Table,Wood,Metal,KNOTTWOOD ROAD EAST NW,6200,EKOTA,Ward Karhiio,53.45011256390104,-113.44180798215865,"(53.45011256390104, -113.44180798215865)",POINT (-113.44180798215865 53.45011256390104)
11667,Square Picnic Table,Wood,Wood,152 STREET NW,4580,WEST JASPER PLACE,Ward Nakota Isga,53.532599570953465,-113.58401981931196,"(53.532599570953465, -113.58401981931196)",POINT (-113.58401981931196 53.532599570953465)
4257,Square Picnic Table,Concrete,Concrete,115 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56478881530842,-113.56223656942656,"(53.56478881530842, -113.56223656942656)",POINT (-113.56223656942656 53.56478881530842)
4979,Square Picnic Table,Wood,Aggregate,91 AVENUE NW,3330,PARKVIEW,Ward sipiwiyiniwak,53.52522178985044,-113.5696642261128,"(53.52522178985044, -113.5696642261128)",POINT (-113.5696642261128 53.52522178985044)
64321,Square Picnic Table,Wood,Aggregate,MCCONACHIE DRIVE NW,2522,MCCONACHIE,Ward Dene,53.63258939488263,-113.42254748875548,"(53.63258939488263, -113.42254748875548)",POINT (-113.42254748875548 53.63258939488263)
11671,Square Picnic Table,Wood,Aggregate,153 STREET NW,4230,JASPER PARK,Ward sipiwiyiniwak,53.52068290302865,-113.58459388262013,"(53.52068290302865, -113.58459388262013)",POINT (-113.58459388262013 53.52068290302865)
5912,Square Picnic Table,Wood,Metal,POTTER GREENS DRIVE NW,4710,POTTER GREENS,Ward Nakota Isga,53.51912909275017,-113.66661383380993,"(53.51912909275017, -113.66661383380993)",POINT (-113.66661383380993 53.51912909275017)
64353,Square Picnic Table,Wood,Aggregate,SILVER BERRY ROAD NW,6442,SILVER BERRY,Ward Sspomitapi,53.45769511669319,-113.38330681570778,"(53.45769511669319, -113.38330681570778)",POINT (-113.38330681570778 53.45769511669319)
4921,Square Picnic Table,Wood,Aggregate,WOLF WILLOW ROAD NW,4610,WESTRIDGE,Ward sipiwiyiniwak,53.506243728474594,-113.60524219113533,"(53.506243728474594, -113.60524219113533)",POINT (-113.60524219113533 53.506243728474594)
64655,Square Picnic Table,Metal,Metal,113 STREET SW,5454,RUTHERFORD,Ward Ipiihkoohkanipiaohtsi,53.41737356327119,-113.52069855915934,"(53.41737356327119, -113.52069855915934)",POINT (-113.52069855915934 53.41737356327119)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Metis,53.55778174155879,-113.4050128578549,"(53.55778174155879, -113.4050128578549)",POINT (-113.4050128578549 53.55778174155879)
102024,Square Picnic Table,Unknown,Unknown,SIR WINSTON CHURCHILL SQUARE NW,1090,DOWNTOWN,Ward O-day'min,53.54390128618764,-113.48995828568007,"(53.54390128618764, -113.48995828568007)",POINT (-113.48995828568007 53.54390128618764)
83216,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.578642119100266,-113.37299098566781,"(53.578642119100266, -113.37299098566781)",POINT (-113.37299098566781 53.578642119100266)
21101,Square Picnic Table,Wood,Aggregate,115 STREET NW,5050,BLACKMUD CREEK RAVINE,Ward Ipiihkoohkanipiaohtsi,53.44740468032747,-113.5303973100229,"(53.44740468032747, -113.5303973100229)",POINT (-113.5303973100229 53.44740468032747)
9215,Square Picnic Table,Wood,Metal,131A AVENUE NW,3070,CALDER,Ward Anirniq,53.59105443103198,-113.53769855934236,"(53.59105443103198, -113.53769855934236)",POINT (-113.53769855934236 53.59105443103198)
12587,Square Picnic Table,Wood,Aggregate,93 STREET NW,1010,ALBERTA AVENUE,Ward Metis,53.571265492271245,-113.48366693651371,"(53.571265492271245, -113.48366693651371)",POINT (-113.48366693651371 53.571265492271245)
3129,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52689274847796,-113.5097008442206,"(53.52689274847796, -113.5097008442206)",POINT (-113.5097008442206 53.52689274847796)
23336,Square Picnic Table,Wood,Metal,KEILLOR TRAIL NW,5400,RIVER VALLEY WHITEMUD,Ward papastew,53.50336491819701,-113.55902854728068,"(53.50336491819701, -113.55902854728068)",POINT (-113.55902854728068 53.50336491819701)
12860,Square Picnic Table,Wood,Aggregate,132 STREET NW,3320,OXFORD,Ward Anirniq,53.618374221249695,-113.54824482208794,"(53.618374221249695, -113.54824482208794)",POINT (-113.54824482208794 53.618374221249695)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.51054155328992,-113.54806105698692,"(53.51054155328992, -113.54806105698692)",POINT (-113.54806105698692 53.51054155328992)
8090,Square Picnic Table,Wood,Aggregate,105A AVENUE NW,1020,BOYLE STREET,Ward O-day'min,53.55162688697445,-113.47652116752492,"(53.55162688697445, -113.47652116752492)",POINT (-113.47652116752492 53.55162688697445)
14035,Square Picnic Table,Wood,Metal,109 AVENUE NW,1030,CENTRAL MCDOUGALL,Ward O-day'min,53.55476219999782,-113.50355660000002,"(53.55476219999782, -113.50355660000002)",POINT (-113.50355660000002 53.55476219999782)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.510562979225085,-113.54778672017315,"(53.510562979225085, -113.54778672017315)",POINT (-113.54778672017315 53.510562979225085)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.527227177452225,-113.55246803443237,"(53.527227177452225, -113.55246803443237)",POINT (-113.55246803443237 53.527227177452225)
23767,Square Picnic Table,Wood,Aggregate,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50813337540939,-113.5582690448805,"(53.50813337540939, -113.5582690448805)",POINT (-113.5582690448805 53.50813337540939)
19560,Square Picnic Table,Wood,Wood,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48587253914582,-113.55600575371503,"(53.48587253914582, -113.55600575371503)",POINT (-113.55600575371503 53.48587253914582)
94414,Square Picnic Table,Concrete,Aggregate,RIVERBEND ROAD NW,5080,BRANDER GARDENS,Ward pihesiwin,53.491304712592736,-113.57776474839241,"(53.491304712592736, -113.57776474839241)",POINT (-113.57776474839241 53.491304712592736)
6557,Square Picnic Table,Wood,Metal,95 AVENUE NW,6310,HOLYROOD,Ward Metis,53.53174316469518,-113.45217234710388,"(53.53174316469518, -113.45217234710388)",POINT (-113.45217234710388 53.53174316469518)
83216,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.57864860886042,-113.3729519895857,"(53.57864860886042, -113.3729519895857)",POINT (-113.3729519895857 53.57864860886042)
92815,Square Picnic Table,Wood,Metal,139 AVENUE NW,2400,KILDARE,Ward tastawiyiniwak,53.602911202766954,-113.45813181903297,"(53.602911202766954, -113.45813181903297)",POINT (-113.45813181903297 53.602911202766954)
4253,Square Picnic Table,Wood,Metal,114 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56260403027872,-113.56121742068608,"(53.56260403027872, -113.56121742068608)",POINT (-113.56121742068608 53.56260403027872)
6430,Square Picnic Table,Wood,Aggregate,106 STREET NW,5360,RIDEAU PARK,Ward papastew,53.478092853632,-113.50457996944147,"(53.478092853632, -113.50457996944147)",POINT (-113.50457996944147 53.478092853632)
10720,Square Picnic Table,Composite,Metal,97 AVENUE NW,6070,CLOVERDALE,Ward Metis,53.53670924111328,-113.47095342788782,"(53.53670924111328, -113.47095342788782)",POINT (-113.47095342788782 53.53670924111328)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Metis,53.55625861342795,-113.40687955528009,"(53.55625861342795, -113.40687955528009)",POINT (-113.40687955528009 53.55625861342795)
34500,Square Picnic Table,Wood,Aggregate,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52449962210751,-113.54496716363809,"(53.52449962210751, -113.54496716363809)",POINT (-113.54496716363809 53.52449962210751)
6430,Square Picnic Table,Concrete,Aggregate,106 STREET NW,5360,RIDEAU PARK,Ward papastew,53.476552536847585,-113.50555463077038,"(53.476552536847585, -113.50555463077038)",POINT (-113.50555463077038 53.476552536847585)
5362,Square Picnic Table,Metal,Metal,140 AVENUE NW,2720,YORK,Ward Dene,53.60215306683504,-113.43139745605127,"(53.60215306683504, -113.43139745605127)",POINT (-113.43139745605127 53.60215306683504)
9233,Square Picnic Table,Wood,Wood,140 STREET NW,3170,DOVERCOURT,Ward Anirniq,53.575864478385654,-113.56240970101913,"(53.575864478385654, -113.56240970101913)",POINT (-113.56240970101913 53.575864478385654)
8201,Square Picnic Table,Wood,Aggregate,95A STREET NW,1010,ALBERTA AVENUE,Ward Metis,53.564725892848564,-113.48833305471766,"(53.564725892848564, -113.48833305471766)",POINT (-113.48833305471766 53.564725892848564)
4908,Square Picnic Table,Wood,Metal,76 AVENUE NW,4430,RIO TERRACE,Ward sipiwiyiniwak,53.509054669839,-113.58205433960194,"(53.509054669839, -113.58205433960194)",POINT (-113.58205433960194 53.509054669839)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.55395246798324,-113.38882871454634,"(53.55395246798324, -113.38882871454634)",POINT (-113.38882871454634 53.55395246798324)
2099,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.53375873644191,-113.52423671457892,"(53.53375873644191, -113.52423671457892)",POINT (-113.52423671457892 53.53375873644191)
23767,Square Picnic Table,Wood,Wood,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50834122698268,-113.55700189402593,"(53.50834122698268, -113.55700189402593)",POINT (-113.55700189402593 53.50834122698268)
5968,Square Picnic Table,Wood,Aggregate,30 STREET NW,6390,LARKSPUR,Ward Sspomitapi,53.48035263974357,-113.38656755771109,"(53.48035263974357, -113.38656755771109)",POINT (-113.38656755771109 53.48035263974357)
5055,Square Picnic Table,Wood,Aggregate,176 AVENUE NW,3190,ELSINORE,Ward tastawiyiniwak,53.64100447343428,-113.5058014710861,"(53.64100447343428, -113.5058014710861)",POINT (-113.5058014710861 53.64100447343428)
19701,Square Picnic Table,Wood,Aggregate,105A STREET NW,5010,ALLENDALE,Ward papastew,53.50061416979529,-113.50277347955722,"(53.50061416979529, -113.50277347955722)",POINT (-113.50277347955722 53.50061416979529)
10338,Square Picnic Table,Concrete,Aggregate,60A AVENUE NW,5320,PLEASANTVIEW,Ward papastew,53.49563444629821,-113.50314817048114,"(53.49563444629821, -113.50314817048114)",POINT (-113.50314817048114 53.49563444629821)
108968,Square Picnic Table,Wood,Metal,HODGSON ROAD NW,5620,HODGSON,Ward pihesiwin,53.45874046303371,-113.55863845914895,"(53.45874046303371, -113.55863845914895)",POINT (-113.55863845914895 53.45874046303371)
11998,Other Table,Concrete,Concrete,108A AVENUE NW,1140,MCCAULEY,Ward O-day'min,53.556181246293605,-113.48372406115337,"(53.556181246293605, -113.48372406115337)",POINT (-113.48372406115337 53.556181246293605)
18367,Square Picnic Table,Wood,Metal,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,Ward Karhiio,53.48417663098024,-113.42148772447311,"(53.48417663098024, -113.42148772447311)",POINT (-113.42148772447311 53.48417663098024)
11998,Square Picnic Table,Wood,Aggregate,108A AVENUE NW,1140,MCCAULEY,Ward O-day'min,53.55637419961905,-113.48372344617509,"(53.55637419961905, -113.48372344617509)",POINT (-113.48372344617509 53.55637419961905)
10720,Square Picnic Table,Wood,Metal,97 AVENUE NW,6070,CLOVERDALE,Ward Metis,53.53644965127423,-113.47049227620097,"(53.53644965127423, -113.47049227620097)",POINT (-113.47049227620097 53.53644965127423)
12343,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53296255910925,-113.53442908584378,"(53.53296255910925, -113.53442908584378)",POINT (-113.53442908584378 53.53296255910925)
